Business Name,Business Open or Closed?,Delivery/Take Out Only/Online Sales,Business Address,Business Phone Number,Business Website,Business Facebook Page,Business Twitter Page,Business Instagram Page,Last Modified Date/Time,Address,Latitude,Longitude,Accuracy Score,Accuracy Type,Zip,Source
Bon Me Test Kitchen,Closed,NA,60 Binney Street,617-714-5439,http://www.bonmetruck.com/,https://www.facebook.com/bonmefoods,https://twitter.com/bonme,https://www.instagram.com/bonme/,2020-03-21T18:45:28Z,60 Binney Street,42.364928,-71.079124,1,rooftop,02142,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
Bon Me- Harvard,Closed,NA,1350 Mass. Ave.,617-665-5177,http://www.bonmetruck.com/,https://www.facebook.com/bonmefoods,https://twitter.com/bonme,https://www.instagram.com/bonme/,2020-03-22T21:43:15Z,1350 Massachusetts Ave,42.372971,-71.11848,1,rooftop,02138,City of Cambridge
Bondir,Open,Take Out,279A Broadway,617-661-0009,http://www.bondircambridge.com/,https://www.facebook.com/BondirRestaurant/,https://twitter.com/BondirCambridge,https://www.instagram.com/jwadebond/,2020-03-23T12:09:05Z,279A Broadway,42.36815,-71.097765,0.9,rooftop,02139,City of Cambridge
Bonny's Garden Center,Open,NA,41 Bay State Rd.,(617) 547-1585,http://bonnysgardencenter.wixsite.com/bonnysgardencenter,https://www.facebook.com/BonnysGardenCenter/?rf=141609332551965,NA,NA,2020-03-23T16:38:59Z,41 Bay State Rd.,42.387415,-71.139624,1,rooftop,02138,City of Cambridge
Boomerangs,Closed,NA,563 Mass. Ave.,NA,https://shopboomerangs.org/,NA,NA,NA,2020-03-24T08:17:40Z,563 Massachusetts Ave,42.364714,-71.102233,1,rooftop,02139,City of Cambridge
Border Café,Closed,NA,32 Church St,NA,https://bordercafe.com/,NA,NA,NA,2020-03-23T15:07:17Z,32 Church St,42.374308,-71.12024,1,rooftop,02138,City of Cambridge
Boston Bed Company,NA,NA,625 Cambridge St,(617) 782-3830,https://www.bostonbed.com/,https://www.facebook.com/bostonbedcompany/,NA,NA,2020-04-11T16:58:57Z,625 Cambridge St,42.372007,-71.086733,1,rooftop,02141,City of Cambridge
Boston Burger Company,Open,"Delivery
Take Out",1105 Mass Ave,(857) 242-3605,https://www.bostonburgercompany.com/,https://www.facebook.com/BostonBurgerCompany/,https://twitter.com/bostonburgerco/,https://www.instagram.com/bostonburger_co/,2020-03-24T08:17:40Z,1105 Massachusetts Ave,42.370652,-71.11342,1,rooftop,02138,City of Cambridge
Boston Convenience,Open,NA,1 Leighton St,(617) 945-0069,https://www.bostonconvenience.com/?fbclid=IwAR0D-IsIC3OfuUMkHyoOx-OWOtG0EntKt_aFPwLQuR7fWaJ6QpGTV92_3iY,https://www.facebook.com/bostonconvenience/,NA,NA,2020-03-22T09:07:13Z,1 Leighton St,42.370074,-71.073392,1,rooftop,02141,City of Cambridge
Boston Dog Co.,Closed,NA,2512 Mass. Ave.,NA,https://www.bostondog.co/,NA,NA,NA,2020-03-22T17:51:10Z,2512 Massachusetts Ave,42.399356,-71.132991,1,rooftop,02140,City of Cambridge
Boston Dog Company,Closed,NA,All Locations,NA,https://www.bostondog.co/,https://www.facebook.com/Boston-Dog-Company-Cambridge-241820879218968/,NA,NA,2020-03-22T09:07:13Z,All Locations,42.380442,-71.132947,1,place,02138,TIGER/Line® dataset from the US Census Bureau
Boston iPhone Repair,Open,NA,1208 Mass. Ave,(617) 512-2258,https://bostoniphonerepair.com/,https://www.facebook.com/bostoniphonerepair/,NA,NA,2020-03-24T08:17:40Z,1208 Massachusetts Ave,42.371891,-71.115346,1,rooftop,02138,City of Cambridge
Boston Tattoo Company,Closed,NA,36 Prospect St,NA,https://www.bostontattoo.com/,NA,NA,NA,2020-03-22T11:26:03Z,36 Prospect St,42.366035,-71.10337,1,rooftop,02139,City of Cambridge
Bourbon Coffee,Closed,NA,1815 Mass. Ave.,NA,https://bourboncoffeeusa.com/cambridge-ma,https://www.facebook.com/BourbonCoffeeUSA,NA,NA,2020-03-22T16:15:36Z,1815 Massachusetts Ave,42.387136,-71.118975,1,rooftop,02140,City of Cambridge
Brattle Square Florist,Closed,NA,31 Brattle St,(617) 876-9839,https://brattlesquareflorist.com/,https://www.facebook.com/BrattleSquareFlorist/,NA,https://www.instagram.com/brattlesquareflorist/,2020-04-05T17:46:37Z,31 Brattle St,42.373512,-71.120822,1,rooftop,02138,City of Cambridge
Brattle Square Optical,Closed,NA,1077 Mass. Ave,NA,https://www.brattlesquareoptical.com/,https://www.facebook.com/BrattleSquareOptical/,NA,NA,2020-03-24T08:17:40Z,1077 Massachusetts Ave,42.370354,-71.113129,1,rooftop,02138,City of Cambridge
Brattle Theater,Closed,Online Sales,40 Brattle St,NA,https://www.brattlefilm.org/,https://www.facebook.com/brattletheatre/,https://twitter.com/BrattleTheatre,https://www.facebook.com/brattletheatre/,2020-03-23T14:39:21Z,40 Brattle St,42.373628,-71.121362,1,rooftop,02138,City of Cambridge
Brazilian Ipanema Hair Salon,Closed,NA,781 Cambridge St,(617) 491-3771,http://ipanemahairsalon.com/,https://www.facebook.com/pages/category/Hair-Salon/Brazilian-Ipanema-Hair-Salon-1050631658367828/,NA,NA,2020-03-22T09:07:13Z,781 Cambridge St,42.372396,-71.089728,1,rooftop,02141,City of Cambridge
Bridge Gallery,Closed,NA,5 Pemberton St,NA,https://www.bridge.photos/contact,NA,NA,NA,2020-03-22T17:42:44Z,5 Pemberton St,42.392354,-71.125294,1,rooftop,02140,City of Cambridge
Bright Horizons,Closed,NA,2465 Mass. Ave.,NA,NA,NA,NA,NA,2020-03-22T17:56:00Z,2465 Massachusetts Ave,42.39883,-71.131705,1,rooftop,02140,City of Cambridge
Brit Bakery,Closed,NA,407 Concord Ave,NA,https://britbakery.com/,NA,NA,NA,2020-03-22T13:23:06Z,407 Concord Ave,42.385891,-71.137996,1,rooftop,02138,City of Cambridge
Broadsheet Coffee Roasters,Closed,NA,100 Kirkland St.,NA,https://www.broadsheetcoffee.com/,NA,NA,https://www.instagram.com/broadsheetcoffee/?hl=en,2020-03-30T19:39:49Z,100 Kirkland St.,42.377902,-71.10736,1,rooftop,02138,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
Broadway Bicycle,Open,NA,351 Broadway,(617) 868–3392,http://broadwaybicycleschool.com/,NA,NA,NA,2020-03-27T14:22:18Z,351 Broadway,42.370418,-71.103514,1,rooftop,02139,City of Cambridge
Broadway Marketplace,Open,NA,468 Broadway,(617) 547-2335,https://www.broadwaymarketplace.com/,https://www.facebook.com/Broadwy1/,https://twitter.com/Broadwaymarkt,NA,2020-03-22T14:18:27Z,468 Broadway,42.37396,-71.113067,1,rooftop,02138,City of Cambridge
Brookline Market,Closed,NA,9 Brookline St.,(617) 354-2983,NA,NA,NA,NA,2020-04-04T15:38:09Z,9 Brookline St.,42.363788,-71.101715,1,rooftop,02139,City of Cambridge
Brother's Market,Open,NA,One Broadway,617-804-2700,https://brothers-marketplace.com/,NA,NA,NA,2020-03-21T18:56:47Z,One Broadway,42.380442,-71.132947,1,place,02138,TIGER/Line® dataset from the US Census Bureau
Brother's Market,Open,NA,414 Cambridge St,(617) 876-3005,NA,NA,NA,NA,2020-03-23T14:14:50Z,414 Cambridge St,42.371339999999996,-71.083016,1,rooftop,02141,City of Cambridge
Bryn Mawr Bookstore,Closed,NA,373 Huron Ave.,NA,https://brynmawrbookstore.com/,NA,NA,NA,2020-03-22T08:35:26Z,373 Huron Ave.,42.381258,-71.138905,1,rooftop,02138,City of Cambridge
Bukowski Tavern,Closed,NA,1287 Cambridge St,NA,https://bukowskitavern.net/,https://www.facebook.com/BukowskiCambridge/,https://twitter.com/bukscambridge,NA,2020-03-24T08:17:40Z,1287 Cambridge St,42.373589,-71.098943,1,rooftop,02139,City of Cambridge
C'est Bon Market and Liquors,Open,NA,1436 Mass Ave.,(617) 868-6580,NA,https://www.facebook.com/cestbonliquors/,NA,NA,2020-03-23T15:12:53Z,1436 Massachusetts Ave,42.374183,-71.11908,1,rooftop,02138,City of Cambridge
Cabot's Candy,Closed,NA,1300 Mass Ave,NA,https://www.cabotscandy.com/,https://www.facebook.com/cabotscandyprovincetown/,NA,https://www.instagram.com/cabots_candy/,2020-03-23T08:19:39Z,1300 Massachusetts Ave,42.372825,-71.117255,1,rooftop,02138,City of Cambridge
CAC Express,Closed,NA,101 Main Street,617-491-8272,https://www.cambridgeathletic.com/,https://www.facebook.com/CambridgeAthleticClub/,https://twitter.com/CACfitness,https://www.instagram.com/cambridgeathleticclub/,2020-03-21T18:56:47Z,101 Main Street,42.362219,-71.081584,1,rooftop,02139,City of Cambridge
Cafe Du Pays,Closed,Online Sales,233 Cardinal Medeiros Avenue,NA,http://cafedupays.com/,NA,NA,NA,2020-03-23T12:09:05Z,233 Cardinal Medeiros Avenue,42.367709,-71.091083,1,rooftop,02141,City of Cambridge
Caffe Nero,Closed,NA,All locations,NA,https://caffenero.com/us/,https://www.facebook.com/caffenerous/,https://twitter.com/CaffeNero_US,NA,2020-03-28T09:14:13Z,NA,NA,NA,NA,NA,NA,NA
Café Barada,Open,Take Out,2269 Mass. Ave.,NA,http://www.cafebarada.net/,https://www.facebook.com/CafeBarada,https://twitter.com/CafeBarada,https://www.instagram.com/cafebarada/,2020-04-02T14:47:59Z,2269 Massachusetts Ave,42.394762,-71.126962,1,rooftop,02140,City of Cambridge
Café Luna,Open,"Delivery
Take Out",612 Main St,617-576-3400,http://www.cafeluna-centralsq.com/,https://www.facebook.com/CafeLunaCentralSq,https://twitter.com/cafeluna,NA,2020-03-24T08:17:40Z,612 Main St,42.362876,-71.094125,1,rooftop,02139,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
Café Luna Catering,Closed,NA,2346 Mass. Ave.,617) 576-3400,NA,NA,NA,NA,2020-03-22T18:43:40Z,2346 Massachusetts Ave,42.396026,-71.128955,1,range_interpolation,02140,TIGER/Line® dataset from the US Census Bureau
Café Mami,Open,Yes,1815 Mass. Ave.,(617) 547-9130,NA,https://www.facebook.com/CafeMamiCambridge/,NA,https://www.instagram.com/cafemamicambridge/,2020-03-22T19:28:52Z,1815 Massachusetts Ave,42.387136,-71.118975,1,rooftop,02140,City of Cambridge
Café Pamplona,Open,Take Out,12 Bow Street,(617) 492-0352,http://cafepamplona.weebly.com/,https://www.facebook.com/cafe-pamplona-359831337793/,NA,NA,2020-03-23T14:31:13Z,12 Bow Street,42.371749,-71.11552,1,rooftop,02138,City of Cambridge
Café Sushi,Closed,NA,1105 Massachusetts Ave,NA,https://cafesushicambridge.com/,https://www.facebook.com/cafesushi,NA,https://www.instagram.com/cafe_sushi/,2020-03-22T21:54:54Z,1105 Massachusetts Ave,42.370652,-71.11342,1,rooftop,02138,City of Cambridge
Café Zing,Closed,NA,Porter Square Shopping Mall,NA,https://www.portersquarebooks.com/cafe-zing,https://www.facebook.com/Cafe-Zing-311029530156/,NA,NA,2020-03-22T16:36:54Z,Porter Square Shopping Mall,42.38891,-71.119316,1,street_center,02140,TIGER/Line® dataset from the US Census Bureau
Cambridge Antiques Market,Closed,NA,201 Monsignore O'Brien Highway,NA,http://www.marketantique.com/?fbclid=IwAR1MQcSD9NfsHgSqLJsffGpNNNFisITnmNfWmbVCMXoUim0pU4RvxK63osA,https://www.facebook.com/cambridgeantiquemarket,NA,NA,2020-03-22T09:07:13Z,201 Monsignore O'Brien Highway,42.37245,-71.079148,1,rooftop,02141,City of Cambridge
Cambridge Artists' Cooperative,Closed,Online Sales,59A Church Stt,617-868-4434,https://cambridgeartistscoopshop.com/,NA,NA,NA,2020-03-24T08:17:40Z,59A Church St,42.37418,-71.121152,0.9,rooftop,02138,City of Cambridge
Cambridge Athletic Club,Closed,NA,600 Technology Square,617-494-8989,https://www.cambridgeathletic.com/,https://www.facebook.com/CambridgeAthleticClub/,https://twitter.com/CACfitness,https://www.instagram.com/cambridgeathleticclub/,2020-03-21T18:56:47Z,600 Technology Square,42.363078,-71.093063,1,rooftop,02139,City of Cambridge
Cambridge Athletic Club,Closed,NA,215 First Street,617-491-8989,https://www.cambridgeathletic.com/,https://www.facebook.com/CambridgeAthleticClub/,https://twitter.com/CACfitness,https://www.instagram.com/cambridgeathleticclub/,2020-03-21T18:56:47Z,215 First Street,42.364215,-71.078544,1,rooftop,02142,City of Cambridge
Cambridge Bicycle,Open,NA,259 Masschusetts Ave,(617) 876-6555,http://cambridgebicycle.com/,https://www.facebook.com/nacocentral,NA,NA,2020-03-22T12:26:32Z,259 Massachusetts Ave,42.361868,-71.097454,1,rooftop,02139,City of Cambridge
Cambridge Body & Brain Yoga andTai Chi,Closed,NA,1773 Mass. Ave.,NA,https://www.bodynbrain.com/cambridge,https://www.facebook.com/BodynBrainYoga,https://twitter.com/bodynbrainyoga,https://www.instagram.com/bodynbrainyogataichi/?hl=en,2020-03-25T10:14:23Z,1773 Massachusetts Ave,42.385494,-71.119113,1,rooftop,02140,City of Cambridge
Cambridge Brewing Co.,Closed,NA,One Kendall Square,617-494-1994,https://www.cambridgebrewingcompany.com/,https://www.facebook.com/CambridgeBrewing,https://twitter.com/CamBrewingCo,https://www.instagram.com/CamBrewingCo/,2020-03-21T19:01:20Z,One Kendall Square,42.366971,-71.090615,0.33,place,02138,TIGER/Line® dataset from the US Census Bureau
Cambridge Cat Clinic,Open,NA,1108 Cambridge St,617-245-0245,https://cambridgecatclinic.com/,NA,NA,NA,2020-03-22T08:45:32Z,1108 Cambridge St,42.372992000000004,-71.095779,1,rooftop,02139,City of Cambridge
Cambridge Common,Closed,NA,1667 Mass. Ave.,NA,https://cambridgecommonrestaurant.com/,https://www.facebook.com/cambridgecommonrestaurant,https://twitter.com/cambcommon,https://www.instagram.com/cambcommon/,2020-04-05T17:54:28Z,1667 Massachusetts Ave,42.382129,-71.119494,1,rooftop,02138,City of Cambridge
Cambridge Community Center for the Arts,Open,Online Sales,500 Kendall St.,NA,http://www.bccaonline.com/,NA,NA,NA,2020-04-19T11:14:22Z,500 Kendall St.,42.363962,-71.081698,1,rooftop,02142,City of Cambridge
Cambridge Community Television,Closed,NA,438 Massachusetts Ave,NA,https://www.cctvcambridge.org/,https://www.facebook.com/cctvcambridge/,https://twitter.com/cctvcambridge,NA,2020-03-22T11:54:38Z,438 Massachusetts Ave,42.363527,-71.100859,1,rooftop,02139,City of Cambridge
Cambridge House of Pizza,Open,"Delivery
Take Out",2420 Mass. Ave.,(617) 876-8083,http://www.cambridgehousepizza.com/,NA,NA,NA,2020-04-05T17:54:28Z,2420 Massachusetts Ave,42.397399,-71.130766,1,rooftop,02140,City of Cambridge
Cambridge Nails and Skin Spa,Closed,NA,2096 Mass Ave,(617) 945-1254,NA,NA,NA,NA,2020-03-22T17:22:34Z,2096 Massachusetts Ave,42.391391,-71.123593,1,rooftop,02140,City of Cambridge
Cambridge Naturals,Open,Online Sales,Porter Square Shopping Mall,617-492-4452,https://www.cambridgenaturals.com/,https://www.facebook.com/cambridgenaturals,https://twitter.com/CambNaturals,https://www.instagram.com/cambridgenaturals/,2020-04-11T17:06:57Z,Porter Square Shopping Mall,42.38891,-71.119316,1,street_center,02140,TIGER/Line® dataset from the US Census Bureau
Cambridge Nature's Way Dry Cleaners,Open,NA,47 Mt. Auburn St,NA,NA,NA,NA,NA,2020-03-23T14:31:13Z,47 Mt. Auburn St,42.371334,-71.116603,1,rooftop,02138,City of Cambridge
Cambridge Neighbors,Open,Online Sales,545 Concord Avenue   Cambridge MA 02138,617-864-1715,www.cambridgeneighbors.org,facebook.com/cambridgeneighbors,NA,NA,2020-04-06T15:38:01Z,545 Concord Avenue   Cambridge MA 02138,42.388103,-71.142565,1,rooftop,02138,City of Cambridge
Cambridge Pizzeria,Open,"Delivery
Take Out",263 Brookline St.,NA,https://www.cambridgepizzamenu.com/,NA,NA,NA,2020-04-19T11:14:22Z,263 Brookline St.,42.357666,-71.107842,1,rooftop,02139,City of Cambridge
Cambridge Rug Company,Closed,NA,1157 Cambridge Street,617-354-0740,http://www.cambridgerug.com/,NA,NA,NA,2020-04-05T17:54:28Z,1157 Cambridge Street,42.373281,-71.096582,1,rooftop,02139,City of Cambridge
Cambridge School of Culinary Arts,Closed,Online Sales,2020 Mass Ave.,NA,NA,NA,NA,NA,2020-03-23T12:21:31Z,2020 Massachusetts Ave,42.390579,-71.121873,1,rooftop,02140,City of Cambridge
Cambridge Shoe Repair,Closed,NA,1105 Massachusetts Ave,(617) 498-3200,NA,NA,NA,NA,2020-04-11T17:06:57Z,1105 Massachusetts Ave,42.370652,-71.11342,1,rooftop,02138,City of Cambridge
Cambridge Smoke Shop,Closed,NA,1199 Cambridge Street,617-945-5520,https://www.cambridgesmokeshop.com/,NA,NA,NA,2020-04-11T17:06:57Z,1199 Cambridge Street,42.373377,-71.097305,1,rooftop,02139,City of Cambridge
Cambridge Spirits,Open,Delivery,9 Broad Canal,617-494-9000,NA,https://www.facebook.com/CambridgeSpirits/,https://twitter.com/cambridgespirit?lang=en,https://www.instagram.com/cambridgespirits/,2020-03-23T12:21:31Z,9 Broad Canal,42.363298,-71.082689,1,rooftop,02141,City of Cambridge
Cambridge Street Cleaners,Open,NA,506 Cambridge St,(617) 547-2536,NA,NA,NA,NA,2020-03-22T09:07:13Z,506 Cambridge St,42.371552,-71.084666,1,rooftop,02141,City of Cambridge
Cambridge Used Bicycles,Open,NA,201 Monsignor O'Brien Highwy,617-818-0920,https://www.cambridgeusedbicycles.com/,https://www.facebook.com/Cambridgeusedbicycles/,NA,NA,2020-03-25T10:18:58Z,201 Monsignor O'Brien Highwy,42.372405,-71.079131,0.33,place,02138,TIGER/Line® dataset from the US Census Bureau
Cambridge Veterinary Care,Open,NA,1724 Mass. Ave.,(617) 917-3639,https://cambridgevet.com/,https://www.facebook.com/cambridgeveterinarycare/?fref=ts,NA,NA,2020-03-22T20:36:54Z,1724 Massachusetts Ave,42.383994,-71.119679,1,rooftop,02138,City of Cambridge
Cambridge Wine and Spirits,Open,NA,202 Alewife Brook Pwky,(617) 864-7171,NA,NA,NA,NA,2020-04-07T22:14:16Z,202 Alewife Brook Pwky,42.388965,-71.141895,1,rooftop,02138,City of Cambridge
Cambridgeside Galleria,Closed,NA,Cambridge Galleria,NA,https://www.cambridgeside.com/event/Coronavirus-Update/2145541976/,https://www.facebook.com/CambridgeSide/,https://twitter.com/Cambridge_Side/,https://www.instagram.com/Cambridgeside/,2020-03-22T22:35:53Z,Cambridge Galleria,42.372866,-71.095128,1,street_center,02139,TIGER/Line® dataset from the US Census Bureau
Cantab Lounge,Closed,NA,738 Massachusetts Ave,NA,https://www.cantab-lounge.com/,NA,NA,NA,2020-03-23T14:14:50Z,738 Massachusetts Ave,42.366071,-71.10516,1,rooftop,02139,City of Cambridge
Capucine Montessori School,Closed,NA,2180 Mass Ave.,NA,NA,NA,NA,NA,2020-03-22T17:42:44Z,2180 Massachusetts Ave,42.392428,-71.12511,1,rooftop,02140,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
Cardullo's,Open,"Delivery
Take Out",6 Brattle St.,(617) 491-8888,https://cardullos.com/,https://www.facebook.com/Cardullos/,NA,NA,2020-04-05T17:54:28Z,6 Brattle St.,42.373508,-71.119766,1,rooftop,02138,City of Cambridge
Casa Portugal,Closed,NA,1200 Cambridge Street,NA,http://www.restaurantcasaportugal.com/,https://www.facebook.com/casaportgalrestaurante/,NA,NA,2020-03-21T21:26:25Z,1200 Cambridge Street,42.373176,-71.09734,1,rooftop,02139,City of Cambridge
Catalyst Café,Closed,NA,75 Binney Street,857-259-6410,https://www.catalystcafecambridge.com/,NA,NA,https://www.instagram.com/catalyst_cafe/,2020-03-21T19:19:16Z,75 Binney Street,42.365788,-71.080507,1,rooftop,02141,City of Cambridge
Catalyst Restaurant,Closed,NA,300 Technology Square,617-576-3000,https://www.catalystrestaurant.com/,NA,NA,https://www.instagram.com/catalystrestaurant/?hl=en,2020-03-21T19:19:16Z,300 Technology Square,42.363417,-71.091772,1,rooftop,02139,City of Cambridge
Cava,Open,"Delivery
Take Out",82 Ames St,617-202-9396,https://cava.com/,https://www.facebook.com/cava/,https://twitter.com/cava?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,https://www.instagram.com/cava/?hl=en,2020-03-23T12:21:31Z,82 Ames St,42.363312,-71.087597,1,rooftop,02142,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
Cellar Wine and Spirits,Open,NA,991 Massachusetts Ave,(617) 547-3111,NA,NA,NA,NA,2020-03-22T21:32:52Z,991 Massachusetts Ave,42.369402,-71.111034,1,rooftop,02138,City of Cambridge
Central Bakery,Open,Take Out,732 Cambridge St,(617) 547-2237,NA,https://www.facebook.com/pages/category/Bakery/Central-Bakery-Inc-378815642144933/,NA,NA,2020-04-11T17:06:57Z,732 Cambridge St,42.372114,-71.089094,1,rooftop,02141,City of Cambridge
Central Barber Shop,Closed,NA,1611 Mass Ave.,(617) 354-3596,NA,NA,NA,NA,2020-03-22T21:14:04Z,1611 Massachusetts Ave,42.380202,-71.119709,1,rooftop,02138,City of Cambridge
Central Rock Gym,Closed,NA,127 Smith Place,NA,https://centralrockgym.com/cambridge/,NA,NA,NA,2020-03-22T13:29:38Z,127 Smith Place,42.393844,-71.150424,1,rooftop,02138,City of Cambridge
Central Square Eye Care,Open,NA,3 Central Sq.,(617) 497-2015,https://www.centralsquareeyecare.net/tablet/index.html,NA,NA,NA,2020-04-20T14:27:25Z,3 Central Sq.,42.365092,-71.104371,1,rooftop,02139,City of Cambridge
Central Square Florist,Closed,NA,653 Massachusetts Ave,NA,https://www.centralsquareflorist.com/,https://www.facebook.com/CentralSquareFlorist/,https://twitter.com/csflorist,https://www.instagram.com/centralsquareflorist/,2020-04-05T17:46:37Z,653 Massachusetts Ave,42.365603,-71.103732,1,rooftop,02139,City of Cambridge
Central Square Post Office,Open,NA,770 Massachusetts Ave,NA,https://www.postallocations.com/ma/cambridge/cambridge,NA,NA,NA,2020-03-22T10:31:00Z,770 Massachusetts Ave,42.366462,-71.105862,1,rooftop,02139,City of Cambridge
Central Square Theater,Closed,Online Sales,450 Massachusetts Ave,NA,https://www.centralsquaretheater.org/,https://www.facebook.com/CentralSquareTheater/,https://twitter.com/CentSqTheater,http://instagram.com/centralsqtheater,2020-03-23T12:21:31Z,450 Massachusetts Ave,42.363484,-71.101101,1,rooftop,02139,City of Cambridge
Chalawan,Open,"Delivery
Take Out",1790 Mass. Ave.,NA,https://thechalawan.com/,https://www.facebook.com/chalawan.boston,NA,https://www.instagram.com/chalawanboston/,2020-03-25T19:38:44Z,1790 Massachusetts Ave,42.385971,-71.119466,1,rooftop,02140,City of Cambridge
